id,data,categoria,descricao,valor,forma_pagamento
908,2023-11-03,Transporte,Combustível,9.07,Cartão de débito
909,2023-11-03,Serviços,Assinatura de app,123.3,Boleto
910,2023-11-04,Lazer,Jogos,273.6,Cartão de crédito
911,2023-11-05,Moradia,Aluguel,2123.74,Dinheiro
912,2023-11-05,Transporte,Aplicativo de transporte,30.54,Dinheiro
913,2023-11-05,Moradia,Internet,294.08,Pix
914,2023-11-06,Transporte,Pedágio,175.78,Dinheiro
915,2023-11-06,Educação,Plataforma online,790.12,Boleto
916,2023-11-06,Alimentação,Supermercado,76.98,Pix
917,2023-11-06,Alimentação,Restaurante,42.7,Cartão de crédito
918,2023-11-07,Moradia,Energia elétrica,1919.15,Cartão de crédito
919,2023-11-08,Lazer,Show,110.68,Cartão de crédito
920,2023-11-09,Transporte,Aplicativo de transporte,73.84,Cartão de crédito
921,2023-11-09,Outros,Imprevisto,82.78,Cartão de crédito
922,2023-11-09,Educação,Material escolar,119.12,Dinheiro
923,2023-11-10,Moradia,Condomínio,1601.45,Dinheiro
924,2023-11-10,Lazer,Streaming,144.22,Pix
925,2023-11-11,Vestuário,Acessórios,67.94,Cartão de débito
926,2023-11-11,Outros,Presente,172.87,Boleto
927,2023-11-11,Transporte,Combustível,32.04,Boleto
928,2023-11-12,Moradia,Aluguel,1887.26,Cartão de débito
929,2023-11-12,Lazer,Cinema,110.92,Pix
930,2023-11-13,Educação,Material escolar,336.83,Boleto
931,2023-11-13,Alimentação,Supermercado,22.78,Cartão de débito
932,2023-11-13,Transporte,Estacionamento,134.08,Cartão de débito
933,2023-11-13,Saúde,Farmácia,824.38,Dinheiro
934,2023-11-14,Outros,Imprevisto,177.64,Cartão de débito
935,2023-11-14,Saúde,Dentista,841.03,Dinheiro
936,2023-11-15,Saúde,Farmácia,480.61,Cartão de débito
937,2023-11-15,Lazer,Bar,138.03,Boleto
938,2023-11-15,Educação,Plataforma online,348.25,Cartão de crédito
939,2023-11-15,Saúde,Consulta médica,471.44,Cartão de débito
940,2023-11-16,Transporte,Manutenção do veículo,142.25,Dinheiro
941,2023-11-16,Alimentação,Padaria,93.63,Pix
942,2023-11-16,Lazer,Viagem,57.4,Boleto
943,2023-11-17,Educação,Livros,380.61,Dinheiro
944,2023-11-17,Moradia,Condomínio,1272.55,Cartão de débito
945,2023-11-17,Serviços,Assinatura de app,352.81,Cartão de crédito
946,2023-11-17,Vestuário,Roupas,277.52,Cartão de débito
947,2023-11-17,Educação,Plataforma online,408.64,Cartão de débito
948,2023-11-18,Educação,Material escolar,153.41,Boleto
949,2023-11-19,Saúde,Plano de saúde,847.4,Dinheiro
950,2023-11-20,Serviços,Salão de beleza,106.57,Dinheiro
951,2023-11-20,Moradia,Internet,828.56,Cartão de crédito
952,2023-11-21,Outros,Imprevisto,223.94,Boleto
953,2023-11-21,Transporte,Ônibus,21.02,Dinheiro
954,2023-11-21,Alimentação,Feira,213.85,Pix
955,2023-11-22,Lazer,Viagem,230.09,Dinheiro
956,2023-11-22,Vestuário,Roupas,86.75,Pix
957,2023-11-22,Transporte,Estacionamento,172.85,Cartão de débito
958,2023-11-23,Lazer,Viagem,277.54,Cartão de débito
959,2023-11-23,Alimentação,Delivery,24.16,Cartão de crédito
960,2023-11-23,Saúde,Plano de saúde,49.18,Cartão de crédito
961,2023-11-23,Moradia,Água,1100.33,Boleto
962,2023-11-24,Moradia,Energia elétrica,1549.76,Cartão de débito
963,2023-11-25,Alimentação,Padaria,73.75,Pix
964,2023-11-26,Educação,Mensalidade curso,496.24,Dinheiro
965,2023-11-26,Transporte,Ônibus,165.27,Pix
966,2023-11-26,Vestuário,Roupas,339.31,Boleto
967,2023-11-27,Serviços,Assinatura de app,321.06,Dinheiro
968,2023-11-27,Saúde,Dentista,663.27,Pix
969,2023-11-27,Alimentação,Delivery,164.29,Boleto
970,2023-11-27,Vestuário,Acessórios,320.08,Boleto
971,2023-11-28,Moradia,Energia elétrica,317.16,Pix
972,2023-11-28,Outros,Diversos,80.23,Boleto
973,2023-11-28,Alimentação,Delivery,45.28,Cartão de débito
974,2023-11-28,Outros,Doação,105.41,Dinheiro
975,2023-11-29,Vestuário,Calçados,144.41,Dinheiro
976,2023-11-29,Serviços,Lavanderia,25.92,Dinheiro
977,2023-11-29,Moradia,Água,144.16,Cartão de crédito
978,2023-11-29,Alimentação,Padaria,155.24,Cartão de débito
979,2023-11-29,Lazer,Viagem,253.0,Boleto
980,2023-11-29,Transporte,Estacionamento,106.79,Cartão de débito
981,2023-11-30,Serviços,Manutenção doméstica,244.25,Boleto
982,2023-11-30,Saúde,Plano de saúde,83.51,Boleto
983,2023-11-30,Transporte,Estacionamento,46.5,Cartão de débito
984,2023-11-30,Alimentação,Padaria,143.08,Dinheiro
985,2023-11-30,Alimentação,Lanchonete,161.23,Dinheiro
986,2023-11-30,Moradia,Condomínio,429.46,Boleto
987,2023-12-01,Serviços,Assinatura de app,217.21,Cartão de crédito
988,2023-12-02,Vestuário,Calçados,107.48,Pix
989,2023-12-03,Serviços,Lavanderia,432.48,Pix
990,2023-12-03,Alimentação,Delivery,154.67,Cartão de crédito
991,2023-12-03,Serviços,Lavanderia,442.03,Dinheiro
992,2023-12-04,Moradia,Gás,359.36,Cartão de débito
993,2023-12-04,Saúde,Consulta médica,457.83,Boleto
994,2023-12-05,Moradia,Aluguel,2067.49,Cartão de débito
995,2023-12-06,Outros,Diversos,37.68,Cartão de débito
996,2023-12-06,Educação,Material escolar,931.71,Cartão de crédito
997,2023-12-06,Moradia,Gás,1648.26,Cartão de crédito
998,2023-12-06,Alimentação,Supermercado,208.17,Cartão de débito
999,2023-12-06,Lazer,Viagem,30.03,Pix
1000,2023-12-06,Saúde,Exames,536.3,Pix
1001,2023-12-06,Moradia,Energia elétrica,2116.43,Pix
1002,2023-12-06,Vestuário,Calçados,176.61,Cartão de débito
1003,2023-12-06,Transporte,Pedágio,146.76,Boleto
1004,2023-12-07,Transporte,Aplicativo de transporte,164.07,Cartão de débito
1005,2023-12-07,Educação,Mensalidade curso,200.91,Cartão de crédito
1006,2023-12-07,Alimentação,Delivery,171.15,Pix
1007,2023-12-08,Transporte,Manutenção do veículo,27.04,Cartão de débito
1008,2023-12-08,Alimentação,Delivery,144.23,Dinheiro
1009,2023-12-08,Saúde,Farmácia,220.31,Boleto
1010,2023-12-08,Lazer,Streaming,59.63,Pix
1011,2023-12-09,Moradia,Gás,1825.89,Boleto
1012,2023-12-09,Transporte,Estacionamento,24.87,Boleto
1013,2023-12-09,Vestuário,Roupas,77.96,Dinheiro
1014,2023-12-11,Transporte,Manutenção do veículo,104.12,Dinheiro
1015,2023-12-12,Vestuário,Acessórios,413.06,Dinheiro
1016,2023-12-12,Alimentação,Supermercado,125.38,Dinheiro
1017,2023-12-13,Outros,Doação,83.22,Pix
1018,2023-12-15,Serviços,Manutenção doméstica,371.57,Pix
1019,2023-12-15,Vestuário,Acessórios,330.06,Pix
1020,2023-12-15,Vestuário,Roupas,152.1,Dinheiro
1021,2023-12-15,Lazer,Jogos,300.85,Cartão de crédito
1022,2023-12-16,Transporte,Aplicativo de transporte,14.5,Dinheiro
1023,2023-12-16,Transporte,Ônibus,115.89,Boleto
1024,2023-12-16,Serviços,Salão de beleza,335.33,Dinheiro
1025,2023-12-16,Moradia,Aluguel,1286.11,Cartão de débito
1026,2023-12-16,Alimentação,Delivery,112.52,Dinheiro
1027,2023-12-17,Alimentação,Delivery,91.97,Cartão de crédito
1028,2023-12-17,Saúde,Farmácia,219.83,Boleto
1029,2023-12-18,Transporte,Aplicativo de transporte,92.28,Dinheiro
1030,2023-12-18,Transporte,Ônibus,60.45,Pix
1031,2023-12-19,Serviços,Lavanderia,146.79,Boleto
1032,2023-12-19,Alimentação,Restaurante,56.08,Cartão de crédito
1033,2023-12-20,Vestuário,Acessórios,294.35,Boleto
1034,2023-12-21,Outros,Diversos,134.54,Cartão de crédito
1035,2023-12-21,Serviços,Lavanderia,334.87,Cartão de débito
1036,2023-12-21,Vestuário,Calçados,187.49,Boleto
1037,2023-12-22,Outros,Doação,76.36,Dinheiro
1038,2023-12-22,Lazer,Show,123.39,Cartão de débito
1039,2023-12-22,Lazer,Show,232.05,Dinheiro
1040,2023-12-23,Moradia,Gás,1008.91,Dinheiro
1041,2023-12-23,Moradia,Condomínio,1262.35,Cartão de crédito
1042,2023-12-23,Transporte,Pedágio,154.65,Boleto
1043,2023-12-24,Outros,Imprevisto,109.58,Boleto
1044,2023-12-24,Saúde,Plano de saúde,795.95,Pix
1045,2023-12-24,Transporte,Aplicativo de transporte,153.63,Pix
1046,2023-12-26,Moradia,Energia elétrica,1620.85,Boleto
1047,2023-12-26,Lazer,Streaming,206.56,Dinheiro
1048,2023-12-26,Moradia,Energia elétrica,1873.02,Pix
1049,2023-12-26,Lazer,Cinema,90.33,Cartão de débito
1050,2023-12-27,Lazer,Show,97.63,Cartão de débito
1051,2023-12-27,Vestuário,Acessórios,35.03,Pix
1052,2023-12-28,Vestuário,Calçados,164.56,Boleto
1053,2023-12-28,Serviços,Lavanderia,261.71,Pix
1054,2023-12-28,Outros,Diversos,100.33,Dinheiro
1055,2023-12-28,Outros,Imprevisto,111.45,Cartão de débito
1056,2023-12-29,Outros,Presente,235.44,Cartão de crédito
1057,2023-12-30,Alimentação,Delivery,69.73,Cartão de crédito
1058,2023-12-30,Serviços,Salão de beleza,293.75,Boleto
1059,2023-12-31,Moradia,Energia elétrica,183.78,Pix
1060,2023-12-31,Educação,Mensalidade curso,678.21,Cartão de débito
1061,2023-12-31,Alimentação,Padaria,69.32,Cartão de débito
1062,2023-12-31,Transporte,Pedágio,148.05,Boleto
1063,2023-12-31,Outros,Presente,178.64,Pix
1064,2024-01-02,Serviços,Manutenção doméstica,70.95,Boleto
1065,2024-01-03,Serviços,Assinatura de app,191.38,Cartão de débito
1066,2024-01-03,Serviços,Salão de beleza,161.37,Pix
1067,2024-01-04,Lazer,Cinema,46.18,Cartão de débito
1068,2024-01-04,Vestuário,Acessórios,151.96,Cartão de crédito
1069,2024-01-04,Saúde,Plano de saúde,793.77,Pix
1070,2024-01-04,Outros,Imprevisto,117.4,Cartão de crédito
1071,2024-01-04,Vestuário,Acessórios,90.16,Cartão de débito
1072,2024-01-04,Alimentação,Restaurante,21.09,Pix
1073,2024-01-05,Serviços,Assinatura de app,434.56,Cartão de crédito
1074,2024-01-05,Serviços,Manutenção doméstica,155.8,Boleto
1075,2024-01-05,Educação,Plataforma online,263.36,Cartão de débito
1076,2024-01-06,Saúde,Farmácia,606.27,Cartão de débito
1077,2024-01-06,Alimentação,Padaria,219.5,Dinheiro
1078,2024-01-06,Alimentação,Feira,74.89,Boleto
1079,2024-01-06,Lazer,Jogos,190.58,Cartão de débito
1080,2024-01-07,Transporte,Ônibus,171.45,Dinheiro
1081,2024-01-07,Moradia,Energia elétrica,859.61,Cartão de crédito
1082,2024-01-08,Moradia,Energia elétrica,2091.61,Boleto
1083,2024-01-08,Moradia,Gás,1563.18,Pix
1084,2024-01-10,Moradia,Internet,1969.85,Pix
1085,2024-01-10,Saúde,Farmácia,766.04,Boleto
1086,2024-01-10,Saúde,Farmácia,817.76,Dinheiro
1087,2024-01-10,Alimentação,Supermercado,65.23,Boleto
1088,2024-01-12,Educação,Plataforma online,559.08,Dinheiro
1089,2024-01-12,Alimentação,Padaria,173.53,Cartão de crédito
1090,2024-01-12,Alimentação,Supermercado,131.28,Boleto
1091,2024-01-12,Alimentação,Supermercado,38.91,Dinheiro
1092,2024-01-13,Saúde,Consulta médica,432.02,Boleto
1093,2024-01-13,Serviços,Lavanderia,413.73,Boleto
1094,2024-01-13,Alimentação,Feira,196.52,Pix
1095,2024-01-13,Moradia,Água,1534.71,Boleto
1096,2024-01-13,Transporte,Manutenção do veículo,170.62,Pix
1097,2024-01-14,Transporte,Manutenção do veículo,61.77,Boleto
1098,2024-01-14,Transporte,Manutenção do veículo,122.0,Pix
1099,2024-01-15,Transporte,Manutenção do veículo,138.54,Cartão de débito
1100,2024-01-15,Saúde,Consulta médica,112.6,Dinheiro
1101,2024-01-15,Serviços,Lavanderia,197.31,Cartão de crédito
1102,2024-01-16,Alimentação,Lanchonete,175.13,Cartão de crédito
1103,2024-01-16,Educação,Material escolar,488.03,Dinheiro
1104,2024-01-16,Lazer,Viagem,90.86,Cartão de crédito
1105,2024-01-16,Alimentação,Padaria,36.73,Cartão de crédito
1106,2024-01-17,Vestuário,Acessórios,246.98,Boleto
1107,2024-01-17,Alimentação,Lanchonete,182.56,Pix
1108,2024-01-17,Moradia,Internet,2147.99,Pix
1109,2024-01-17,Lazer,Streaming,140.66,Cartão de crédito
1110,2024-01-17,Educação,Plataforma online,896.46,Cartão de crédito
1111,2024-01-18,Transporte,Ônibus,179.04,Cartão de débito
1112,2024-01-18,Transporte,Combustível,7.84,Pix
1113,2024-01-18,Vestuário,Calçados,162.24,Cartão de débito
1114,2024-01-18,Outros,Doação,120.16,Cartão de débito
1115,2024-01-18,Outros,Doação,91.11,Boleto
1116,2024-01-19,Outros,Imprevisto,101.8,Dinheiro
1117,2024-01-19,Moradia,Internet,1717.37,Boleto
1118,2024-01-19,Moradia,Energia elétrica,1064.25,Pix
1119,2024-01-19,Transporte,Combustível,19.83,Pix
1120,2024-01-19,Alimentação,Lanchonete,194.12,Cartão de crédito
1121,2024-01-20,Moradia,Aluguel,1423.29,Dinheiro
1122,2024-01-20,Serviços,Lavanderia,55.29,Cartão de crédito
1123,2024-01-20,Outros,Presente,225.88,Cartão de débito
1124,2024-01-21,Alimentação,Delivery,52.07,Boleto
1125,2024-01-21,Transporte,Ônibus,142.53,Cartão de crédito
1126,2024-01-21,Serviços,Assinatura de app,240.32,Dinheiro
1127,2024-01-21,Saúde,Farmácia,572.41,Pix
1128,2024-01-21,Lazer,Viagem,19.77,Cartão de crédito
1129,2024-01-21,Outros,Doação,112.51,Cartão de crédito
1130,2024-01-22,Alimentação,Feira,218.09,Boleto
1131,2024-01-22,Saúde,Plano de saúde,660.22,Dinheiro
1132,2024-01-22,Lazer,Show,298.29,Cartão de débito
1133,2024-01-23,Alimentação,Delivery,75.1,Boleto
1134,2024-01-23,Transporte,Estacionamento,70.69,Boleto
1135,2024-01-23,Transporte,Pedágio,18.86,Cartão de débito
1136,2024-01-24,Alimentação,Feira,95.04,Pix
1137,2024-01-24,Transporte,Estacionamento,171.46,Pix
1138,2024-01-24,Vestuário,Calçados,126.53,Cartão de débito
1139,2024-01-24,Saúde,Dentista,293.48,Pix
1140,2024-01-24,Lazer,Show,133.97,Cartão de débito
1141,2024-01-25,Saúde,Plano de saúde,610.49,Dinheiro
1142,2024-01-25,Moradia,Gás,729.67,Cartão de débito
1143,2024-01-26,Outros,Imprevisto,137.33,Boleto
1144,2024-01-26,Alimentação,Delivery,179.01,Cartão de débito
1145,2024-01-26,Alimentação,Restaurante,67.31,Dinheiro
1146,2024-01-26,Transporte,Aplicativo de transporte,74.88,Dinheiro
1147,2024-01-27,Lazer,Streaming,244.71,Cartão de débito
1148,2024-01-27,Lazer,Streaming,67.71,Cartão de débito
1149,2024-01-27,Alimentação,Feira,165.5,Pix
1150,2024-01-28,Outros,Doação,17.77,Dinheiro
1151,2024-01-28,Transporte,Ônibus,136.91,Pix
1152,2024-01-28,Alimentação,Delivery,124.43,Pix
1153,2024-01-28,Alimentação,Restaurante,102.43,Boleto
1154,2024-01-28,Lazer,Show,82.21,Dinheiro
1155,2024-01-28,Moradia,Internet,1133.86,Dinheiro
1156,2024-01-29,Moradia,Gás,1371.07,Cartão de débito
1157,2024-01-30,Alimentação,Restaurante,122.87,Boleto
1158,2024-01-30,Transporte,Aplicativo de transporte,39.14,Boleto
1159,2024-01-31,Alimentação,Padaria,117.41,Cartão de crédito
1160,2024-01-31,Transporte,Pedágio,45.78,Boleto
1161,2024-02-01,Moradia,Internet,797.34,Cartão de crédito
1162,2024-02-01,Educação,Material escolar,591.61,Boleto
1163,2024-02-01,Saúde,Farmácia,545.29,Cartão de débito
1164,2024-02-01,Transporte,Aplicativo de transporte,85.1,Pix
1165,2024-02-01,Transporte,Manutenção do veículo,74.19,Cartão de crédito
1166,2024-02-02,Moradia,Gás,1501.43,Boleto
1167,2024-02-02,Saúde,Plano de saúde,480.44,Boleto
1168,2024-02-02,Moradia,Aluguel,1043.84,Cartão de crédito
1169,2024-02-02,Educação,Material escolar,643.31,Cartão de crédito
1170,2024-02-02,Transporte,Ônibus,15.51,Cartão de débito
1171,2024-02-03,Transporte,Pedágio,142.25,Pix
1172,2024-02-03,Alimentação,Supermercado,211.32,Cartão de débito
1173,2024-02-04,Serviços,Lavanderia,477.65,Boleto
1174,2024-02-05,Serviços,Salão de beleza,390.0,Cartão de débito
1175,2024-02-05,Vestuário,Calçados,361.29,Cartão de débito
1176,2024-02-05,Moradia,Energia elétrica,1199.03,Pix
1177,2024-02-06,Transporte,Aplicativo de transporte,147.63,Cartão de crédito
1178,2024-02-06,Vestuário,Calçados,274.65,Boleto
1179,2024-02-07,Lazer,Show,239.28,Dinheiro
1180,2024-02-07,Alimentação,Restaurante,115.87,Boleto
1181,2024-02-07,Serviços,Manutenção doméstica,460.6,Cartão de crédito
1182,2024-02-07,Saúde,Farmácia,674.53,Boleto
1183,2024-02-08,Educação,Mensalidade curso,715.65,Boleto
1184,2024-02-08,Moradia,Aluguel,1771.8,Dinheiro
1185,2024-02-08,Transporte,Combustível,167.6,Pix
1186,2024-02-09,Moradia,Aluguel,782.17,Cartão de débito
1187,2024-02-10,Transporte,Ônibus,113.53,Dinheiro
1188,2024-02-10,Moradia,Aluguel,1476.12,Cartão de crédito
1189,2024-02-11,Outros,Doação,57.6,Cartão de crédito
1190,2024-02-11,Outros,Diversos,88.33,Dinheiro
1191,2024-02-12,Transporte,Estacionamento,174.44,Cartão de crédito
1192,2024-02-12,Outros,Imprevisto,182.53,Dinheiro
1193,2024-02-12,Alimentação,Restaurante,103.08,Dinheiro
1194,2024-02-12,Saúde,Dentista,543.57,Dinheiro
1195,2024-02-12,Lazer,Cinema,312.11,Boleto
1196,2024-02-14,Transporte,Manutenção do veículo,74.15,Cartão de débito
1197,2024-02-14,Moradia,Gás,2082.85,Dinheiro
1198,2024-02-15,Alimentação,Lanchonete,130.17,Boleto
1199,2024-02-15,Saúde,Exames,786.88,Boleto
1200,2024-02-15,Alimentação,Delivery,219.39,Cartão de crédito
1201,2024-02-15,Educação,Livros,586.36,Cartão de crédito
1202,2024-02-15,Educação,Livros,239.2,Boleto
1203,2024-02-16,Moradia,Gás,308.88,Dinheiro
1204,2024-02-16,Moradia,Aluguel,1224.29,Cartão de débito
1205,2024-02-16,Alimentação,Restaurante,169.15,Boleto
1206,2024-02-16,Transporte,Estacionamento,22.73,Cartão de débito
1207,2024-02-17,Vestuário,Calçados,60.74,Boleto
1208,2024-02-17,Serviços,Lavanderia,268.29,Cartão de débito
1209,2024-02-18,Educação,Mensalidade curso,659.49,Dinheiro
1210,2024-02-18,Saúde,Exames,240.41,Boleto
1211,2024-02-18,Alimentação,Delivery,186.81,Dinheiro
1212,2024-02-19,Lazer,Cinema,79.89,Boleto
1213,2024-02-19,Lazer,Viagem,200.42,Pix
1214,2024-02-19,Serviços,Manutenção doméstica,471.34,Dinheiro
1215,2024-02-20,Alimentação,Delivery,180.46,Boleto
1216,2024-02-20,Alimentação,Delivery,53.99,Cartão de crédito
1217,2024-02-21,Outros,Doação,189.87,Cartão de débito
1218,2024-02-21,Alimentação,Restaurante,88.45,Dinheiro
1219,2024-02-21,Serviços,Salão de beleza,342.4,Dinheiro
1220,2024-02-22,Serviços,Assinatura de app,261.72,Cartão de crédito
1221,2024-02-23,Alimentação,Padaria,92.17,Dinheiro
1222,2024-02-23,Transporte,Pedágio,32.09,Boleto
1223,2024-02-23,Transporte,Ônibus,92.07,Dinheiro
1224,2024-02-24,Serviços,Salão de beleza,485.58,Dinheiro
1225,2024-02-24,Outros,Imprevisto,224.28,Cartão de débito
1226,2024-02-25,Moradia,Gás,1625.64,Cartão de crédito
1227,2024-02-25,Transporte,Combustível,150.29,Cartão de débito
1228,2024-02-26,Alimentação,Feira,36.3,Pix
1229,2024-02-27,Serviços,Assinatura de app,428.7,Cartão de débito
1230,2024-02-27,Transporte,Combustível,58.13,Boleto
1231,2024-02-27,Transporte,Aplicativo de transporte,122.48,Cartão de débito
1232,2024-02-27,Lazer,Viagem,87.57,Cartão de débito
1233,2024-02-27,Transporte,Aplicativo de transporte,55.23,Pix
1234,2024-02-27,Serviços,Lavanderia,179.71,Cartão de crédito
1235,2024-02-28,Outros,Diversos,82.8,Cartão de débito
1236,2024-02-28,Serviços,Manutenção doméstica,46.89,Boleto
1237,2024-02-28,Alimentação,Lanchonete,194.79,Dinheiro
1238,2024-02-28,Educação,Material escolar,42.85,Cartão de crédito
1239,2024-02-28,Moradia,Internet,826.69,Dinheiro
1240,2024-02-29,Transporte,Ônibus,142.85,Cartão de crédito
1241,2024-02-29,Transporte,Combustível,137.12,Pix
1242,2024-02-29,Alimentação,Padaria,131.15,Cartão de crédito
1243,2024-02-29,Alimentação,Delivery,144.81,Boleto
1244,2024-02-29,Vestuário,Calçados,310.9,Dinheiro
1245,2024-02-29,Alimentação,Padaria,109.73,Cartão de débito
1246,2024-03-01,Alimentação,Padaria,42.09,Pix
1247,2024-03-01,Moradia,Água,202.4,Pix
1248,2024-03-01,Serviços,Assinatura de app,61.21,Pix
1249,2024-03-01,Vestuário,Roupas,339.76,Boleto
1250,2024-03-01,Vestuário,Acessórios,317.46,Boleto
1251,2024-03-01,Lazer,Viagem,17.01,Pix
1252,2024-03-02,Serviços,Lavanderia,251.68,Cartão de débito
1253,2024-03-02,Alimentação,Delivery,52.4,Cartão de débito
1254,2024-03-03,Serviços,Salão de beleza,104.38,Dinheiro
1255,2024-03-04,Saúde,Exames,499.21,Cartão de débito
1256,2024-03-04,Alimentação,Lanchonete,85.43,Boleto
1257,2024-03-05,Saúde,Exames,624.44,Cartão de crédito
1258,2024-03-05,Alimentação,Padaria,196.35,Cartão de débito
1259,2024-03-05,Moradia,Gás,1675.57,Boleto
1260,2024-03-05,Saúde,Plano de saúde,577.46,Cartão de débito
1261,2024-03-06,Vestuário,Calçados,159.21,Boleto
1262,2024-03-06,Transporte,Manutenção do veículo,12.6,Dinheiro
1263,2024-03-06,Lazer,Bar,251.19,Dinheiro
1264,2024-03-06,Alimentação,Padaria,174.26,Dinheiro
1265,2024-03-07,Saúde,Consulta médica,665.69,Cartão de crédito
1266,2024-03-08,Alimentação,Restaurante,49.05,Dinheiro
1267,2024-03-08,Alimentação,Feira,67.27,Cartão de débito
1268,2024-03-09,Lazer,Bar,237.8,Dinheiro
1269,2024-03-09,Lazer,Bar,40.14,Boleto
1270,2024-03-09,Alimentação,Restaurante,36.9,Pix
1271,2024-03-09,Moradia,Energia elétrica,602.25,Cartão de débito
1272,2024-03-09,Transporte,Pedágio,68.88,Cartão de débito
1273,2024-03-10,Alimentação,Supermercado,61.65,Pix
1274,2024-03-11,Alimentação,Restaurante,61.09,Pix
1275,2024-03-11,Educação,Plataforma online,453.5,Boleto
1276,2024-03-11,Lazer,Cinema,254.13,Cartão de crédito
1277,2024-03-11,Lazer,Streaming,243.65,Boleto
1278,2024-03-12,Outros,Imprevisto,65.65,Cartão de débito
1279,2024-03-13,Educação,Material escolar,328.0,Cartão de débito
1280,2024-03-13,Lazer,Show,218.61,Pix
1281,2024-03-13,Alimentação,Delivery,178.11,Pix
1282,2024-03-13,Educação,Mensalidade curso,898.2,Pix
1283,2024-03-13,Serviços,Manutenção doméstica,384.25,Boleto
1284,2024-03-14,Alimentação,Restaurante,156.16,Pix
1285,2024-03-14,Alimentação,Feira,29.27,Pix
1286,2024-03-14,Transporte,Aplicativo de transporte,101.73,Boleto
1287,2024-03-15,Alimentação,Padaria,87.33,Dinheiro
1288,2024-03-15,Educação,Mensalidade curso,680.37,Cartão de débito
1289,2024-03-15,Transporte,Ônibus,29.47,Cartão de crédito
1290,2024-03-16,Alimentação,Supermercado,78.19,Pix
1291,2024-03-16,Alimentação,Padaria,154.03,Dinheiro
1292,2024-03-16,Alimentação,Restaurante,35.21,Boleto
1293,2024-03-17,Moradia,Água,1256.05,Cartão de crédito
1294,2024-03-17,Alimentação,Feira,146.88,Pix
1295,2024-03-17,Alimentação,Delivery,91.8,Cartão de débito
1296,2024-03-17,Alimentação,Delivery,161.12,Dinheiro
1297,2024-03-18,Transporte,Aplicativo de transporte,74.01,Pix
1298,2024-03-18,Vestuário,Roupas,188.68,Boleto
1299,2024-03-19,Transporte,Combustível,73.16,Boleto
1300,2024-03-19,Alimentação,Lanchonete,82.39,Pix
1301,2024-03-20,Transporte,Estacionamento,142.62,Boleto
1302,2024-03-20,Moradia,Condomínio,1919.8,Boleto
1303,2024-03-21,Alimentação,Delivery,121.96,Pix
1304,2024-03-21,Transporte,Combustível,176.5,Cartão de crédito
1305,2024-03-21,Lazer,Jogos,298.13,Dinheiro
1306,2024-03-22,Vestuário,Calçados,261.07,Cartão de débito
1307,2024-03-22,Moradia,Aluguel,1622.87,Boleto
1308,2024-03-22,Alimentação,Feira,205.22,Cartão de débito
1309,2024-03-22,Outros,Diversos,195.1,Boleto
1310,2024-03-22,Alimentação,Padaria,100.9,Cartão de crédito
1311,2024-03-22,Moradia,Gás,1871.59,Dinheiro
1312,2024-03-23,Vestuário,Acessórios,124.89,Dinheiro
1313,2024-03-23,Serviços,Lavanderia,376.79,Pix
1314,2024-03-23,Alimentação,Restaurante,172.86,Cartão de crédito
1315,2024-03-24,Serviços,Assinatura de app,236.71,Cartão de débito
1316,2024-03-24,Alimentação,Feira,23.17,Pix
1317,2024-03-24,Lazer,Viagem,310.58,Dinheiro
1318,2024-03-24,Lazer,Streaming,86.01,Cartão de crédito
1319,2024-03-24,Transporte,Pedágio,43.45,Pix
1320,2024-03-24,Vestuário,Roupas,405.43,Cartão de crédito
1321,2024-03-24,Lazer,Viagem,132.17,Dinheiro
1322,2024-03-25,Lazer,Viagem,21.51,Pix
1323,2024-03-26,Alimentação,Supermercado,201.64,Cartão de débito
1324,2024-03-26,Moradia,Aluguel,1909.35,Dinheiro
1325,2024-03-27,Educação,Livros,288.12,Pix
1326,2024-03-27,Alimentação,Restaurante,215.78,Boleto
1327,2024-03-28,Alimentação,Delivery,183.91,Dinheiro
1328,2024-03-28,Transporte,Estacionamento,24.66,Cartão de crédito
1329,2024-03-28,Alimentação,Feira,140.2,Cartão de crédito
1330,2024-03-28,Educação,Mensalidade curso,167.81,Boleto
1331,2024-03-29,Transporte,Estacionamento,145.99,Dinheiro
1332,2024-03-30,Alimentação,Supermercado,76.39,Cartão de crédito
1333,2024-03-30,Educação,Plataforma online,724.68,Cartão de débito
1334,2024-03-30,Lazer,Show,115.25,Pix
1335,2024-03-30,Vestuário,Calçados,301.15,Cartão de crédito
1336,2024-03-31,Alimentação,Padaria,209.44,Cartão de débito
1337,2024-03-31,Saúde,Farmácia,214.9,Dinheiro
1338,2024-04-01,Serviços,Lavanderia,376.95,Dinheiro
1339,2024-04-01,Lazer,Cinema,190.45,Cartão de débito
1340,2024-04-01,Transporte,Aplicativo de transporte,36.62,Cartão de débito
1341,2024-04-01,Alimentação,Delivery,117.03,Cartão de crédito
1342,2024-04-01,Educação,Plataforma online,847.7,Pix
1343,2024-04-01,Alimentação,Feira,153.75,Boleto
1344,2024-04-01,Transporte,Ônibus,132.1,Cartão de débito
1345,2024-04-02,Saúde,Dentista,323.47,Cartão de crédito
1346,2024-04-02,Lazer,Viagem,254.59,Cartão de crédito
1347,2024-04-03,Vestuário,Roupas,66.29,Dinheiro
1348,2024-04-03,Alimentação,Lanchonete,117.18,Cartão de crédito
